2026-05-10 20:46:45,856 | DEBUG    | asyncio | __init__:633 | Using proactor: IocpProactor
2026-05-11 10:02:17,999 | DEBUG    | telethon.extensions.messagepacker | get:66 | Assigned msg_id = 7638495131141181224 to InvokeWithLayerRequest (1b04fcc82f0)
2026-05-11 10:02:17,999 | DEBUG    | telethon.network.mtprotosender | _send_loop:475 | Encrypting 1 message(s) in 76 bytes for sending
2026-05-11 10:02:18,000 | DEBUG    | telethon.network.mtprotosender | _send_loop:501 | Encrypted messages put in a queue to be sent
2026-05-11 10:02:18,001 | DEBUG    | telethon.network.mtprotosender | _send_loop:466 | Waiting for messages to send...
2026-05-11 10:02:18,001 | DEBUG    | telethon.network.mtprotosender | _recv_loop:511 | Receiving items from the network...
2026-05-11 10:02:18,740 | DEBUG    | telethon.network.mtprotostate | update_time_offset:268 | Updated time offset (old offset 0, bad 7638495134400421972, good 7638495234459114497, new 23)
2026-05-11 10:02:18,740 | DEBUG    | telethon.network.mtprotosender | _handle_bad_server_salt:756 | Handling bad salt for message 7638495131141181224
2026-05-11 10:02:18,741 | DEBUG    | telethon.network.mtprotosender | _handle_bad_server_salt:761 | 1 message(s) will be resent
2026-05-11 10:02:18,742 | DEBUG    | telethon.network.mtprotosender | _recv_loop:511 | Receiving items from the network...
2026-05-11 10:02:18,742 | DEBUG    | telethon.extensions.messagepacker | get:66 | Assigned msg_id = 7638495233193457888 to InvokeWithLayerRequest (1b04fcc82f0)
2026-05-11 10:02:18,742 | DEBUG    | telethon.network.mtprotosender | _send_loop:475 | Encrypting 1 message(s) in 76 bytes for sending
2026-05-11 10:02:18,744 | DEBUG    | telethon.network.mtprotosender | _send_loop:501 | Encrypted messages put in a queue to be sent
2026-05-11 10:02:18,744 | DEBUG    | telethon.network.mtprotosender | _send_loop:466 | Waiting for messages to send...
2026-05-11 10:02:18,744 | DEBUG    | telethon.extensions.messagepacker | get:66 | Assigned msg_id = 7638495233202237416 to MsgsAck (1b04fcc86e0)
2026-05-11 10:02:18,744 | DEBUG    | telethon.network.mtprotosender | _send_loop:475 | Encrypting 1 message(s) in 36 bytes for sending
2026-05-11 10:02:18,745 | DEBUG    | telethon.network.mtprotosender | _send_loop:501 | Encrypted messages put in a queue to be sent
2026-05-11 10:02:18,746 | DEBUG    | telethon.network.mtprotosender | _send_loop:466 | Waiting for messages to send...
2026-05-11 10:02:19,064 | DEBUG    | telethon.network.mtprotosender | _handle_container:663 | Handling container
2026-05-11 10:02:19,065 | DEBUG    | telethon.network.mtprotosender | _handle_new_session_created:831 | Handling new session created
2026-05-11 10:02:19,066 | DEBUG    | telethon.network.mtprotosender | _handle_ack:850 | Handling acknowledge for [7638495233193457888]
2026-05-11 10:02:19,066 | DEBUG    | telethon.network.mtprotosender | _recv_loop:511 | Receiving items from the network...
2026-05-11 10:02:19,075 | DEBUG    | telethon.network.mtprotosender | _handle_rpc_result:613 | Handling RPC result for message 7638495233193457888
2026-05-11 10:02:19,075 | DEBUG    | telethon.network.mtprotosender | _recv_loop:511 | Receiving items from the network...
2026-05-11 10:02:19,076 | DEBUG    | telethon.extensions.messagepacker | get:66 | Assigned msg_id = 7638495234823747568 to GetUsersRequest (1b04fcc8ad0)
2026-05-11 10:02:19,076 | DEBUG    | telethon.network.mtprotosender | _send_loop:475 | Encrypting 1 message(s) in 32 bytes for sending
2026-05-11 10:02:19,077 | DEBUG    | telethon.network.mtprotosender | _send_loop:501 | Encrypted messages put in a queue to be sent
2026-05-11 10:02:19,077 | DEBUG    | telethon.network.mtprotosender | _send_loop:466 | Waiting for messages to send...
2026-05-11 10:02:19,077 | DEBUG    | telethon.extensions.messagepacker | get:66 | Assigned msg_id = 7638495234828715256 to MsgsAck (1b04fc465d0)
2026-05-11 10:02:19,077 | DEBUG    | telethon.network.mtprotosender | _send_loop:475 | Encrypting 1 message(s) in 60 bytes for sending
2026-05-11 10:02:19,079 | DEBUG    | telethon.network.mtprotosender | _send_loop:501 | Encrypted messages put in a queue to be sent
2026-05-11 10:02:19,081 | DEBUG    | telethon.network.mtprotosender | _send_loop:466 | Waiting for messages to send...
2026-05-11 10:02:19,413 | DEBUG    | telethon.network.mtprotosender | _handle_rpc_result:613 | Handling RPC result for message 7638495234823747568
2026-05-11 10:02:19,414 | DEBUG    | telethon.network.mtprotosender | _recv_loop:511 | Receiving items from the network...
2026-05-11 10:02:19,416 | DEBUG    | telethon.extensions.messagepacker | get:66 | Assigned msg_id = 7638495236184187820 to GetStateRequest (1b04fcc8ad0)
2026-05-11 10:02:19,416 | DEBUG    | telethon.network.mtprotosender | _send_loop:475 | Encrypting 1 message(s) in 20 bytes for sending
2026-05-11 10:02:19,417 | DEBUG    | telethon.network.mtprotosender | _send_loop:501 | Encrypted messages put in a queue to be sent
2026-05-11 10:02:19,418 | DEBUG    | telethon.network.mtprotosender | _send_loop:466 | Waiting for messages to send...
2026-05-11 10:02:19,418 | DEBUG    | telethon.extensions.messagepacker | get:66 | Assigned msg_id = 7638495236191561632 to MsgsAck (1b04f34d220)
2026-05-11 10:02:19,418 | DEBUG    | telethon.network.mtprotosender | _send_loop:475 | Encrypting 1 message(s) in 36 bytes for sending
2026-05-11 10:02:19,419 | DEBUG    | telethon.network.mtprotosender | _send_loop:501 | Encrypted messages put in a queue to be sent
2026-05-11 10:02:19,419 | DEBUG    | telethon.network.mtprotosender | _send_loop:466 | Waiting for messages to send...
2026-05-11 10:02:19,740 | DEBUG    | telethon.network.mtprotosender | _handle_rpc_result:613 | Handling RPC result for message 7638495236184187820
2026-05-11 10:02:19,741 | DEBUG    | telethon.network.mtprotosender | _recv_loop:511 | Receiving items from the network...
2026-05-11 10:02:19,742 | DEBUG    | telethon.extensions.messagepacker | get:66 | Assigned msg_id = 7638495237487353256 to GetDifferenceRequest (1b04fcc8ad0)
2026-05-11 10:02:19,742 | DEBUG    | telethon.network.mtprotosender | _send_loop:475 | Encrypting 1 message(s) in 36 bytes for sending
2026-05-11 10:02:19,743 | DEBUG    | telethon.network.mtprotosender | _send_loop:501 | Encrypted messages put in a queue to be sent
2026-05-11 10:02:19,743 | DEBUG    | telethon.network.mtprotosender | _send_loop:466 | Waiting for messages to send...
2026-05-11 10:02:19,743 | DEBUG    | telethon.extensions.messagepacker | get:66 | Assigned msg_id = 7638495237493419580 to MsgsAck (1b04f34d6e0)
2026-05-11 10:02:19,743 | DEBUG    | telethon.network.mtprotosender | _send_loop:475 | Encrypting 1 message(s) in 36 bytes for sending
2026-05-11 10:02:19,744 | DEBUG    | telethon.network.mtprotosender | _send_loop:501 | Encrypted messages put in a queue to be sent
2026-05-11 10:02:19,744 | DEBUG    | telethon.network.mtprotosender | _send_loop:466 | Waiting for messages to send...
2026-05-11 10:02:20,074 | DEBUG    | telethon.network.mtprotosender | _handle_rpc_result:613 | Handling RPC result for message 7638495237487353256
2026-05-11 10:02:20,074 | DEBUG    | telethon.network.mtprotosender | _recv_loop:511 | Receiving items from the network...
2026-05-11 10:02:20,727 | DEBUG    | telethon.extensions.messagepacker | get:66 | Assigned msg_id = 7638495241722992472 to ResolveUsernameRequest (1b04fcc8050)
2026-05-11 10:02:20,727 | DEBUG    | telethon.network.mtprotosender | _send_loop:475 | Encrypting 1 message(s) in 36 bytes for sending
2026-05-11 10:02:20,729 | DEBUG    | telethon.network.mtprotosender | _send_loop:501 | Encrypted messages put in a queue to be sent
2026-05-11 10:02:20,730 | DEBUG    | telethon.network.mtprotosender | _send_loop:466 | Waiting for messages to send...
2026-05-11 10:02:20,730 | DEBUG    | telethon.extensions.messagepacker | get:66 | Assigned msg_id = 7638495241735577160 to MsgsAck (1b04fc4a210)
2026-05-11 10:02:20,730 | DEBUG    | telethon.network.mtprotosender | _send_loop:475 | Encrypting 1 message(s) in 36 bytes for sending
2026-05-11 10:02:20,731 | DEBUG    | telethon.network.mtprotosender | _send_loop:501 | Encrypted messages put in a queue to be sent
2026-05-11 10:02:20,732 | DEBUG    | telethon.network.mtprotosender | _send_loop:466 | Waiting for messages to send...
2026-05-11 10:02:21,059 | DEBUG    | telethon.network.mtprotosender | _handle_rpc_result:613 | Handling RPC result for message 7638495241722992472
2026-05-11 10:02:21,059 | DEBUG    | telethon.network.mtprotosender | _recv_loop:511 | Receiving items from the network...
2026-05-11 10:02:21,061 | DEBUG    | telethon.extensions.messagepacker | get:66 | Assigned msg_id = 7638495243355947668 to SendMessageRequest (1b04fcc8050)
2026-05-11 10:02:21,062 | DEBUG    | telethon.network.mtprotosender | _send_loop:475 | Encrypting 1 message(s) in 72 bytes for sending
2026-05-11 10:02:21,063 | DEBUG    | telethon.network.mtprotosender | _send_loop:501 | Encrypted messages put in a queue to be sent
2026-05-11 10:02:21,063 | DEBUG    | telethon.network.mtprotosender | _send_loop:466 | Waiting for messages to send...
2026-05-11 10:02:21,063 | DEBUG    | telethon.extensions.messagepacker | get:66 | Assigned msg_id = 7638495243362859900 to MsgsAck (1b04fc7ead0)
2026-05-11 10:02:21,063 | DEBUG    | telethon.network.mtprotosender | _send_loop:475 | Encrypting 1 message(s) in 36 bytes for sending
2026-05-11 10:02:21,064 | DEBUG    | telethon.network.mtprotosender | _send_loop:501 | Encrypted messages put in a queue to be sent
2026-05-11 10:02:21,064 | DEBUG    | telethon.network.mtprotosender | _send_loop:466 | Waiting for messages to send...
2026-05-11 10:02:21,440 | DEBUG    | telethon.network.mtprotosender | _handle_rpc_result:613 | Handling RPC result for message 7638495243355947668
2026-05-11 10:02:21,441 | DEBUG    | telethon.network.mtprotosender | _recv_loop:511 | Receiving items from the network...
2026-05-11 10:02:21,442 | DEBUG    | __main__ | send_au_message:184 | AU Report отправлено: #старт
2026-05-11 10:02:21,611 | DEBUG    | telethon.network.mtprotosender | _handle_update:689 | Handling update UpdateShortMessage
2026-05-11 10:02:21,611 | DEBUG    | telethon.network.mtprotosender | _recv_loop:511 | Receiving items from the network...
2026-05-11 10:02:22,449 | DEBUG    | telethon.extensions.messagepacker | get:66 | Assigned msg_id = 7638495249199683008 to SendMessageRequest (1b04fc474d0)
2026-05-11 10:02:22,449 | DEBUG    | telethon.network.mtprotosender | _send_loop:475 | Encrypting 1 message(s) in 68 bytes for sending
2026-05-11 10:02:22,451 | DEBUG    | telethon.network.mtprotosender | _send_loop:501 | Encrypted messages put in a queue to be sent
2026-05-11 10:02:22,451 | DEBUG    | telethon.network.mtprotosender | _send_loop:466 | Waiting for messages to send...
2026-05-11 10:02:22,451 | DEBUG    | telethon.extensions.messagepacker | get:66 | Assigned msg_id = 7638495249209704216 to MsgsAck (1b04fc7ebe0)
2026-05-11 10:02:22,451 | DEBUG    | telethon.network.mtprotosender | _send_loop:475 | Encrypting 1 message(s) in 44 bytes for sending
2026-05-11 10:02:22,452 | DEBUG    | telethon.network.mtprotosender | _send_loop:501 | Encrypted messages put in a queue to be sent
2026-05-11 10:02:22,452 | DEBUG    | telethon.network.mtprotosender | _send_loop:466 | Waiting for messages to send...
2026-05-11 10:02:22,815 | DEBUG    | telethon.network.mtprotosender | _handle_rpc_result:613 | Handling RPC result for message 7638495249199683008
2026-05-11 10:02:22,816 | DEBUG    | telethon.network.mtprotosender | _recv_loop:511 | Receiving items from the network...
2026-05-11 10:02:22,817 | DEBUG    | __main__ | send_au_message:184 | AU Report отправлено: /start
2026-05-11 10:02:22,990 | DEBUG    | telethon.network.mtprotosender | _handle_gzip_packed:673 | Handling gzipped data
2026-05-11 10:02:22,991 | DEBUG    | telethon.network.mtprotosender | _handle_update:689 | Handling update Updates
2026-05-11 10:02:22,992 | DEBUG    | telethon.network.mtprotosender | _recv_loop:511 | Receiving items from the network...
2026-05-11 10:02:24,831 | DEBUG    | telethon.extensions.messagepacker | get:66 | Assigned msg_id = 7638495259319393220 to SendMessageRequest (1b04fc47750)
2026-05-11 10:02:24,831 | DEBUG    | telethon.network.mtprotosender | _send_loop:475 | Encrypting 1 message(s) in 76 bytes for sending
2026-05-11 10:02:24,833 | DEBUG    | telethon.network.mtprotosender | _send_loop:501 | Encrypted messages put in a queue to be sent
2026-05-11 10:02:24,834 | DEBUG    | telethon.network.mtprotosender | _send_loop:466 | Waiting for messages to send...
2026-05-11 10:02:24,834 | DEBUG    | telethon.extensions.messagepacker | get:66 | Assigned msg_id = 7638495259331461016 to MsgsAck (1b04fc69350)
2026-05-11 10:02:24,834 | DEBUG    | telethon.network.mtprotosender | _send_loop:475 | Encrypting 1 message(s) in 44 bytes for sending
2026-05-11 10:02:24,835 | DEBUG    | telethon.network.mtprotosender | _send_loop:501 | Encrypted messages put in a queue to be sent
2026-05-11 10:02:24,836 | DEBUG    | telethon.network.mtprotosender | _send_loop:466 | Waiting for messages to send...
2026-05-11 10:02:25,155 | DEBUG    | telethon.network.mtprotosender | _handle_container:663 | Handling container
2026-05-11 10:02:25,156 | DEBUG    | telethon.network.mtprotosender | _handle_update:689 | Handling update Updates
2026-05-11 10:02:25,157 | DEBUG    | telethon.network.mtprotosender | _handle_ack:850 | Handling acknowledge for [7638495259319393220]
2026-05-11 10:02:25,157 | DEBUG    | telethon.network.mtprotosender | _recv_loop:511 | Receiving items from the network...
2026-05-11 10:02:25,183 | DEBUG    | telethon.network.mtprotosender | _handle_rpc_result:613 | Handling RPC result for message 7638495259319393220
2026-05-11 10:02:25,183 | DEBUG    | telethon.network.mtprotosender | _recv_loop:511 | Receiving items from the network...
2026-05-11 10:02:25,184 | DEBUG    | __main__ | send_au_message:184 | AU Report отправлено: @rnmqeoqeqwobot
2026-05-11 10:02:25,350 | DEBUG    | telethon.network.mtprotosender | _handle_update:689 | Handling update UpdateShortMessage
2026-05-11 10:02:25,350 | DEBUG    | telethon.network.mtprotosender | _recv_loop:511 | Receiving items from the network...
2026-05-11 10:02:28,285 | DEBUG    | telethon.network.mtprotosender | _handle_update:689 | Handling update Updates
2026-05-11 10:02:28,285 | DEBUG    | telethon.network.mtprotosender | _recv_loop:511 | Receiving items from the network...
2026-05-11 10:02:29,257 | DEBUG    | telethon.network.mtprotosender | _handle_update:689 | Handling update Updates
2026-05-11 10:02:29,257 | DEBUG    | telethon.network.mtprotosender | _recv_loop:511 | Receiving items from the network...
2026-05-11 10:02:29,699 | DEBUG    | telethon.extensions.messagepacker | get:66 | Assigned msg_id = 7638495280266411020 to SendMessageRequest (1b04f34df30)
2026-05-11 10:02:29,699 | DEBUG    | telethon.network.mtprotosender | _send_loop:475 | Encrypting 1 message(s) in 68 bytes for sending
2026-05-11 10:02:29,701 | DEBUG    | telethon.network.mtprotosender | _send_loop:501 | Encrypted messages put in a queue to be sent
2026-05-11 10:02:29,701 | DEBUG    | telethon.network.mtprotosender | _send_loop:466 | Waiting for messages to send...
2026-05-11 10:02:29,702 | DEBUG    | telethon.extensions.messagepacker | get:66 | Assigned msg_id = 7638495280277643396 to MsgsAck (1b04fc35d60)
2026-05-11 10:02:29,702 | DEBUG    | telethon.network.mtprotosender | _send_loop:475 | Encrypting 1 message(s) in 84 bytes for sending
2026-05-11 10:02:29,703 | DEBUG    | telethon.network.mtprotosender | _send_loop:501 | Encrypted messages put in a queue to be sent
2026-05-11 10:02:29,704 | DEBUG    | telethon.network.mtprotosender | _send_loop:466 | Waiting for messages to send...
2026-05-11 10:02:30,046 | DEBUG    | telethon.network.mtprotosender | _handle_rpc_result:613 | Handling RPC result for message 7638495280266411020
